Laglista,Section Number,Section Name,Index,SFS Number,Amendment SFS,Document Name,Notisum Comment,Summary (Så här påverkas vi),Compliance,Link
"Arbetsmiljö","02","HR","0230","SFS 1976:580","SFS 2021:1114","Lag (1976:580)","MBL innehåller övergripande regler om förhållandet mellan arbetsgivare och arbetstagare bl.a. om föreningsrätt, informationsskyldighet, förhandlingsskyldighet, kollektivavtal, fredsplikt och skadestånd. MBL ger de fackliga organisationerna möjlighet att förhandla med arbetsgivarna i alla frågor som rör förhållandet mellan de anställda och arbetsgivaren. MBL gjorde slut på arbetsgivarens rätt att ensidigt och oinskränkt leda och fördela arbetet.","Lag om medbestämmande i arbetslivet (MBL)Lagen reglerar i huvudsak förhandlingsrätt vilket innebär rätt för arbetstagare och arbetsgivare att förhandla med motparten i vissa frågor.Till exempel har arbetsgivare skyldighet att förhandla med arbetstagarorganisationen om viktigare förändring i verksamheten eller viktigare förändring av arbets- och anställningsförhållanden.","","https://www.notisum.se/rn/document/?id=19760580"
"Arbetsmiljö","02","HR","0240","SFS 1982:673","SFS 2022:450","Arbetstidslag (1982:673)","Övergripande regler om arbetstid d.v.s. vilka tider man får arbeta och när man ska vara ledig. ATL reglerar förutom arbetstiden för nattarbete i § 13a, även schemaläggning, övertid och mertid (vid deltidsanställning).Lagen är i stora delar dispositiv vilket innebär att den kan avtalas bort i kollektivavtal. Mer detaljerade regler finns i Arbetstidsförordning (1982:901).","Arbetstidslag (ATL)Denna lag gäller, med vissa inskränkningar, varje verksamhet där arbetstagare utför arbete för en arbetsgivares räkning.Lagen har regler om hur mycket man får arbeta per dygn, per vecka och per år. Den tar upp jourtid och beredskap, vilka raster och pauser man har rätt till och vad som gäller för nattvila.Genom kollektivavtal som har slutits eller godkänts av en central arbetstagarorganisation får undantag göras från denna lag.","","https://www.notisum.se/rn/document/?id=19820673"
"Arbetsmiljö","02","HR","0250","AFS 2023:2 (ersätter AFS 1982:17)","","Arbetstidslagen (1982:673)","9 kap. Anteckningar om jourtid, övertid och mertidBestämmelser om arbetsgivares skyldighet att föra anteckningar om jourtid, mertid och övertid för varje arbetstagare. Särskilda bestämmelser finns för vissa slag av arbetstid. Arbetstidslagen (1982:673) och arbetstidsschema ska finnas tillgängligt på arbetsstället.Ikraftträdande 1 januari 2025","Anteckningar om jourtid, övertid och mertidFöreskrifterna berör alla arbetsgivare vilka för varje arbetstagare i alla verksamheter ska föra anteckningar om jourtid, övertid och mertid.Anteckningarna ska vara tydliga och innehålla uppgifter om arbetsgivarens namn, arbetsställets beteckning, arbetstagarnas namn och personnummer eller anställningsnummer samt tidsperiod.Anteckningarna ska göras med uppdelning mellan jourtid, allmän övertid, allmän mertid samt nödfallsövertid och mertid för nödfallsarbete.","","https://www.notisum.se/rn/document/?id=AFSC3002&anchor=K9"
"Arbetsmiljö","02","HR","0260","SFS 1977:480","SFS 2014:424","Semesterlag (1977:480)","Lagen handlar om rätt till semesterledighet, semesterlön och semesterersättning. Alla arbetstagare har rätt till semesterledighet redan under första anställningsåret. Genom semesterlagen förlängdes semesterledigheten från fyra till fem veckor.","Semesterlag (SemL)Som arbetsgivare berörs vi av semesterlagen som innehåller regler om semesterledighet och semesterlön. Om inga särskilda regler om semester är avtalade är det semesterlagens regler som gäller. Arbetsgivare och arbetstagare kan inte avtala om villkor som är sämre för arbetstagaren än semesterlagens regler.Alla har rätt till 25 dagars semester. Alla har också rätt till fyra veckor sammanhängande semester under perioden juni-augusti.Vi ska meddela de anställda om semesterns förläggning i god tid före semesterperiodens början.","","https://www.notisum.se/rn/document/?id=19770480"
"Arbetsmiljö","02","HR","0270","SFS 2002:293","","Lag (2002:293)","Tvingande regler som förbjuder diskriminering av deltidsarbetande arbetstagare och arbetstagare med tidsbegränsad anställning i fråga om löne- och andra anställningsvillkor. Ett diskriminerande avtal blir ogiltigt.","Förbud mot diskriminering av deltidsarbetande arbetstagare och arbetstagare med tidsbegränsad anställningVi får inte missgynna en deltidsarbetande arbetstagare eller en arbetstagare med tidsbegränsad anställning.","","https://www.notisum.se/rn/document/?id=20020293"
"Arbetsmiljö","02","HR","0280","SFS 2008:567","SFS 2025:736","Diskrimineringslag (2008:567)","Syftet med denna lag är att motverka diskriminering och på andra sätt främja lika rättigheter och möjligheter oavsett kön, könsöverskridande identitet eller uttryck, etnisk tillhörighet, religion eller annan trosuppfattning, funktionsnedsättning, sexuell läggning eller ålder. Lagen består, enkelt uttryckt, av två delar vilka är förbudet mot diskriminering samt det förebyggande arbetet mot diskriminering.","Diskrimineringslag (DL)Denna lag berör arbetsgivare och innebär förbud mot att diskriminera den som hos arbetsgivaren är arbetstagare, gör en förfrågan om eller söker arbete, söker eller fullgör praktik, eller står till förfogande för att utföra eller utför arbete som inhyrd eller inlånad arbetskraft. Lagen gäller även den som i arbetsgivarens ställe har rätt att besluta i frågor som rör någon av de grupper som nämns ovan.Diskrimineringsgrunderna är; kön, könsöverskridande identitet eller uttryck, etnisk tillhörighet, funktionsnedsättning, sexuell läggning och ålder.Från och med den 1 juli 2025 omfattar diskrimineringsgrunden kön även den som1. avser att få fastställt eller har fått fastställt ett annat kön än det som framgår av folkbokföringen, eller2. avser att ändra eller har ändrat kroppen genom sådana kirurgiska ingrepp som omfattas av lagen (2024:237) om vissa kirurgiska ingrepp i könsorganen.","","https://www.notisum.se/rn/document/?id=20080567"
"Arbetsmiljö","02","HR","0290","SFS 2021:890","","Lag (2021:890)","Denna lag, även kallad visselblåsarlagen, gäller inom all privat och offentlig verksamhet och ger skydd för de personer som rapporterar om arbetsrelaterade missförhållanden som är av allmänintresse. Arbetsgivare med fler än 50 arbetstagare är skyldig att ha interna rapporteringskanaler och förfaranden för rapportering och uppföljning. Ett antal myndigheter som regeringen utsett som behöriga, ska inrätta externa visselblåsarsystem. I lagen anges bland annat även regler om skydd i form av ansvarsfrihet, skydd mot hindrande åtgärder och repressalier, behandling av personuppgifter, tystnadsplikt samt regler kring dokumentation, bevarande och rensning av rapporter.","Lag om skydd för personer som rapporterar om missförhållanden (Visselblåsarlagen)Lagen gäller inom all privat och offentlig verksamhet vid rapportering i ett arbetsrelaterat sammanhang och ger skydd för personer som rapporterar missförhållanden i ett arbetsrelaterat sammanhang som har allmänintresse.","","https://www.notisum.se/rn/document/?id=20210890"
"Arbetsmiljö","02","HR","0290","SFS 1991:1047","SFS 2025:938","Lag (1991:1047)","Lagen om sjuklön reglerar en medarbetares rätt att behålla lön och andra anställningsförmåner vid sjukdom.","Lag om sjuklön (SjLL)En arbetstagare som inte kan arbeta på grund av sjukdom har genom denna lag rätt till sjuklön från arbetsgivaren om vissa förutsättningar är uppfyllda. Det kan genom kollektivavtal göras avvikelser från vissa av lagens regler.Arbetsgivaren är skyldig att betala sjuklön till arbetstagaren under de 14 första dagarna av sjukfrånvaron om villkoren för rätt till ersättning är uppfyllda.För att få sjuklön måste arbetstagaren sjukanmäla sig till arbetsgivaren.","","https://www.notisum.se/rn/document/?id=19911047"
"Arbetsmiljö","02","HR","0290","SFS 1977:284","SFS 2025:1084","Förordning (1977:284)","Verkställighetsföreskrifter till socialförsäkringsbalkens bestämmelser om arbetsskadeförsäkring, statligt personskadeskydd samt även krigsskadeersättning till sjömän. Bl.a. om anmälan om arbetsskada, arbetsskadeförsäkring vid utbildning, arbetsskada genom smitta, och statligt personskadeskydd för frivilliga. Arbetsskadeförsäkringen gäller t.ex. även den som  arbetstränar och deltar i arbetsmarknadspolitiskt program. Arbetsgivare ska anmäla arbetsskador till antingen Försäkringskassan eller Arbetsmiljöverket, eller båda.  Myndighetsföreskrifter som kompletterar förordningen utfärdas av Försäkringskassan.I bilagan finns förteckning över smittsamma sjukdomar som avses i 5 § 2 i förordningen. Om en smittsam sjukdom finns med i bilagan kan en skada som har orsakats av t.ex. covid-19 anses som arbetsskada enligt 39 kap. 6 § SFB. I och med detta kan förmåner inom arbetsskadeförsäkringen beviljas.","Förordningen om arbetsskadeförsäkring och statligt personskadeskydd (FASP)Förordningen gäller då vi har arbetstagare som råkat ut för en arbetsskada. Vi ska anmäla antingen till Försäkringskassan, Arbetsmiljöverkt eller båda.Vi ska samråda med skyddsombudet om arbetsskadeanmälan och ge ombudet en kopia av denna.","","https://www.notisum.se/rn/document/?id=19770284"
"Arbetsmiljö","02","HR","0290","SFS 1991:1046","SFS 2024:389","Förordning (1991:1046)","Bidrag för anpassning av arbetsplatsen beviljas när någon behöver personliga arbetshjälpmedel för att kunna fortsätta arbeta trots en funktionsnedsättning. Det kan också beviljas i rehabiliterande eller förebyggande syfte. Bidraget kan beviljas till anställda, till egna företagare och till arbetsgivare. Ansökan om bidrag till arbetshjälpmedel ska göras hos Försäkringskassan innan anskaffningen sker.","Förordning om bidrag till arbetshjälpmedelFörordningen gäller om en försäkrad arbetstagare behöver arbetshjälpmedel som ett led i sin rehabilitering. Ansökan om bidrag till arbetshjälpmedel skall göras hos Försäkringskassan innan anskaffningen sker.","","https://www.notisum.se/rn/document/?id=19911046"
"Arbetsmiljö","02","HR","0290","SFS 2008:565","SFS 2022:847","Lag (2008:565)","Regler om rätt till ledighet för sjukskrivna arbetstagare som vill prova annat arbete. Den som vill  utnyttja sin rätt till ledighet ska anmäla detta till arbetsgivaren senast två veckor före ledighetens början. Arbetstagaren får avbryta sin ledighet och gå tillbaka till arbetet hos arbetsgivaren. Den som tar ledigt skyddas mot uppsägning, avskedande och försämrade anställningsvillkor.","Lag om rätt till ledighet för att på grund av sjukdom prova annat arbeteArbetstagare har rätt att vara lediga för att på grund av sjukdom prova annat arbete. Lagen är ett led i rehabiliteringskedjan och syftar till att det ska bli lättare för sjukskrivna arbetstagare att prova annat arbete och därmed kunna återgå i arbete. Lagen är tvingande till arbetstagarens fördel.Arbetstagaren ska samråda med arbetsgivaren om ledighetens förläggning. Kan överenskommelse inte träffas ska arbetsgivaren förlägga ledigheten enligt arbetstagarens önskemål.","","https://www.notisum.se/rn/document/?id=20080565"
"Arbetsmiljö","02","HR","0290","SFS 1995:584","SFS 2025:733","Föräldraledighetslag (1995:584)","Övergripande regler som ger arbetstagare som är föräldrar rätt att (med eller utan föräldrapenning) vara helt eller delvis lediga från sin anställning. Ledigheten ska sökas två månader innan. Ledigheten ska förläggas till de dagar som arbetstagaren begär.","Föräldraledighetsdag (FörL)En arbetstagare ska anmäla planerad föräldraledighet till arbetsgivaren minst två månader i förväg, eller så snart som möjligt. Enligt vissa kollektivavtal behöver arbetstagaren meddela sin arbetsgivare ännu tidigare. Arbetstagaren ska också meddela hur lång tid ledigheten är planerad att pågå.Arbetstagare har rätt till tre föräldraledighetsperioder per år, utöver ledighet för vård av sjukt barn. Arbetsgivaren och arbetstagaren ska samråda om när ledigheten ska tas ut. Om ledigheten innebär en påtaglig störning av arbetsgivarens verksamhet ska ledigheten förläggas så att störningen undviks, om det i sin tur inte innebär någon olägenhet för arbetstagaren.Arbetsgivare får inte missgynna en arbetssökande eller en arbetstagare på grund av att denne utnyttjar sin rätt till föräldraledighet.En arbetstagare som är gravid, nyligen fött barn eller ammar kan ha rätt att bli omplacerad till ett annat jobb.","","https://www.notisum.se/rn/document/?id=19950584"
